ID,Prob1
47155, 0.50
47156, 0.37
47157, 0.38
47158, 0.39
47159, 0.32
47160, 0.35
47161, 0.36
47162, 0.36
47163, 0.42
47164, 0.36
47165, 0.40
47166, 0.39
47167, 0.38
47168, 0.44
47169, 0.36
47170, 0.39
47171, 0.48
47172, 0.36
47173, 0.39
47174, 0.35
47175, 0.41
47176, 0.39
47177, 0.40
47178, 0.41
47179, 0.46
47180, 0.33
47181, 0.39
47182, 0.38
47183, 0.41
47184, 0.34
47185, 0.35
47186, 0.44
47187, 0.42
47188, 0.35
47189, 0.35
47190, 0.38
47191, 0.36
47192, 0.40
47193, 0.36
47194, 0.36
47195, 0.34
47196, 0.52
47197, 0.34
47198, 0.44
47199, 0.32
47200, 0.56
47201, 0.36
47202, 0.40
47203, 0.50
47204, 0.36
47205, 0.36
47206, 0.53
47207, 0.32
47208, 0.36
47209, 0.38
47210, 0.38
47211, 0.37
47212, 0.32
47213, 0.32
47214, 0.49
47215, 0.40
47216, 0.35
47217, 0.46
47218, 0.38
47219, 0.38
47220, 0.32
47221, 0.33
47222, 0.44
47223, 0.44
47224, 0.37
47225, 0.47
47226, 0.50
47227, 0.45
47228, 0.33
47229, 0.49
47230, 0.44
47231, 0.32
47232, 0.35
47233, 0.35
47234, 0.34
47235, 0.37
47236, 0.39
47237, 0.40
47238, 0.43
47239, 0.41
47240, 0.34
47241, 0.60
47242, 0.32
47243, 0.40
47244, 0.39
47245, 0.42
47246, 0.34
47247, 0.36
47248, 0.33
47249, 0.51
47250, 0.36
47251, 0.46
47252, 0.32
47253, 0.30
47254, 0.42
47255, 0.36
47256, 0.37
47257, 0.54
47258, 0.36
47259, 0.40
47260, 0.35
47261, 0.39
47262, 0.35
47263, 0.35
47264, 0.36
47265, 0.38
47266, 0.33
47267, 0.32
47268, 0.35
47269, 0.31
47270, 0.36
47271, 0.33
47272, 0.48
47273, 0.45
47274, 0.40
47275, 0.41
47276, 0.42
47277, 0.41
47278, 0.40
47279, 0.32
47280, 0.43
47281, 0.41
47282, 0.40
47283, 0.41
47284, 0.39
47285, 0.39
47286, 0.41
47287, 0.40
47288, 0.41
47289, 0.38
47290, 0.37
47291, 0.37
47292, 0.34
47293, 0.35
47294, 0.39
47295, 0.36
47296, 0.41
47297, 0.54
47298, 0.40
47299, 0.31
47300, 0.43
47301, 0.41
47302, 0.45
47303, 0.36
47304, 0.34
47305, 0.35
47306, 0.39
47307, 0.39
47308, 0.45
47309, 0.35
47310, 0.51
47311, 0.50
47312, 0.36
47313, 0.44
47314, 0.40
47315, 0.33
47316, 0.37
47317, 0.40
47318, 0.38
47319, 0.35
47320, 0.47
47321, 0.37
47322, 0.47
47323, 0.40
47324, 0.34
47325, 0.37
47326, 0.38
47327, 0.32
47328, 0.34
47329, 0.37
47330, 0.52
47331, 0.37
47332, 0.52
47333, 0.32
47334, 0.37
47335, 0.74
47336, 0.43
47337, 0.36
47338, 0.41
47339, 0.47
47340, 0.46
47341, 0.37
47342, 0.39
47343, 0.36
47344, 0.35
47345, 0.37
47346, 0.45
47347, 0.33
47348, 0.42
47349, 0.39
47350, 0.38
47351, 0.35
47352, 0.41
47353, 0.42
47354, 0.40
47355, 0.32
47356, 0.35
47357, 0.38
47358, 0.37
47359, 0.39
47360, 0.38
47361, 0.31
47362, 0.32
47363, 0.37
47364, 0.33
47365, 0.35
47366, 0.36
47367, 0.45
47368, 0.42
47369, 0.41
47370, 0.34
47371, 0.37
47372, 0.36
47373, 0.33
47374, 0.52
47375, 0.42
47376, 0.39
47377, 0.36
47378, 0.38
47379, 0.43
47380, 0.33
47381, 0.35
47382, 0.38
47383, 0.35
47384, 0.36
47385, 0.61
47386, 0.40
47387, 0.41
47388, 0.37
47389, 0.35
47390, 0.33
47391, 0.42
47392, 0.42
47393, 0.35
47394, 0.45
47395, 0.34
47396, 0.45
47397, 0.46
47398, 0.34
47399, 0.33
47400, 0.41
47401, 0.39
47402, 0.32
47403, 0.50
47404, 0.42
47405, 0.46
47406, 0.33
47407, 0.39
47408, 0.39
47409, 0.37
47410, 0.37
47411, 0.34
47412, 0.44
47413, 0.48
47414, 0.52
47415, 0.38
47416, 0.47
47417, 0.48
47418, 0.34
47419, 0.44
47420, 0.36
47421, 0.32
47422, 0.38
47423, 0.33
47424, 0.40
47425, 0.41
47426, 0.36
47427, 0.43
47428, 0.41
47429, 0.37
47430, 0.33
47431, 0.32
47432, 0.47
47433, 0.35
47434, 0.38
47435, 0.35
47436, 0.36
47437, 0.38
47438, 0.35
47439, 0.32
47440, 0.36
47441, 0.38
47442, 0.34
47443, 0.36
47444, 0.32
47445, 0.33
47446, 0.47
47447, 0.43
47448, 0.36
47449, 0.33
47450, 0.32
47451, 0.44
47452, 0.44
47453, 0.44
47454, 0.33
47455, 0.41
47456, 0.36
47457, 0.35
47458, 0.43
47459, 0.43
47460, 0.44
47461, 0.40
47462, 0.36
47463, 0.42
47464, 0.38
47465, 0.44
47466, 0.45
47467, 0.36
47468, 0.39
47469, 0.33
47470, 0.38
47471, 0.48
47472, 0.42
47473, 0.50
47474, 0.42
47475, 0.39
47476, 0.45
47477, 0.42
47478, 0.32
47479, 0.43
47480, 0.40
47481, 0.45
47482, 0.36
47483, 0.38
47484, 0.40
47485, 0.38
47486, 0.34
47487, 0.40
47488, 0.43
47489, 0.37
47490, 0.45
47491, 0.33
47492, 0.37
47493, 0.40
47494, 0.40
47495, 0.35
47496, 0.35
47497, 0.39
47498, 0.39
47499, 0.34
47500, 0.36
47501, 0.35
47502, 0.45
47503, 0.44
47504, 0.35
47505, 0.45
47506, 0.36
47507, 0.38
47508, 0.41
47509, 0.59
47510, 0.37
47511, 0.47
47512, 0.60
47513, 0.39
47514, 0.36
47515, 0.38
47516, 0.39
47517, 0.36
47518, 0.35
47519, 0.38
47520, 0.37
47521, 0.46
47522, 0.39
47523, 0.36
47524, 0.38
47525, 0.38
47526, 0.35
47527, 0.37
47528, 0.41
47529, 0.40
47530, 0.36
47531, 0.39
47532, 0.36
47533, 0.41
47534, 0.37
47535, 0.35
47536, 0.38
47537, 0.48
47538, 0.35
47539, 0.39
47540, 0.47
47541, 0.45
47542, 0.35
47543, 0.35
47544, 0.33
47545, 0.31
47546, 0.34
47547, 0.40
47548, 0.33
47549, 0.41
47550, 0.41
47551, 0.34
47552, 0.39
47553, 0.39
47554, 0.38
47555, 0.39
47556, 0.53
47557, 0.52
47558, 0.35
47559, 0.40
47560, 0.35
47561, 0.38
47562, 0.36
47563, 0.36
47564, 0.50
47565, 0.38
47566, 0.47
47567, 0.35
47568, 0.39
47569, 0.35
47570, 0.37
47571, 0.35
47572, 0.37
47573, 0.37
47574, 0.34
47575, 0.42
47576, 0.34
47577, 0.38
47578, 0.39
47579, 0.30
47580, 0.35
47581, 0.42
47582, 0.47
47583, 0.39
47584, 0.45
47585, 0.32
47586, 0.38
47587, 0.37
47588, 0.39
47589, 0.38
47590, 0.43
47591, 0.31
47592, 0.33
47593, 0.46
47594, 0.32
47595, 0.38
47596, 0.34
47597, 0.42
47598, 0.38
47599, 0.37
47600, 0.39
47601, 0.41
47602, 0.35
47603, 0.37
47604, 0.39
47605, 0.33
47606, 0.42
47607, 0.37
47608, 0.57
47609, 0.40
47610, 0.34
47611, 0.43
47612, 0.41
47613, 0.40
47614, 0.41
47615, 0.38
47616, 0.39
47617, 0.35
47618, 0.37
47619, 0.29
47620, 0.39
47621, 0.36
47622, 0.40
47623, 0.39
47624, 0.32
47625, 0.37
47626, 0.42
47627, 0.38
47628, 0.38
47629, 0.42
47630, 0.41
47631, 0.39
47632, 0.37
47633, 0.54
47634, 0.41
47635, 0.45
47636, 0.52
47637, 0.37
47638, 0.36
47639, 0.35
47640, 0.35
47641, 0.41
47642, 0.38
47643, 0.50
47644, 0.38
47645, 0.34
47646, 0.41
47647, 0.34
47648, 0.35
47649, 0.36
47650, 0.32
47651, 0.35
47652, 0.42
47653, 0.36
47654, 0.38
47655, 0.41
47656, 0.38
47657, 0.41
47658, 0.34
47659, 0.37
47660, 0.43
47661, 0.35
47662, 0.34
47663, 0.37
47664, 0.46
47665, 0.46
47666, 0.37
47667, 0.34
47668, 0.44
47669, 0.45
47670, 0.46
47671, 0.33
47672, 0.32
47673, 0.36
47674, 0.42
47675, 0.41
47676, 0.47
47677, 0.45
47678, 0.42
47679, 0.40
47680, 0.36
47681, 0.41
47682, 0.38
47683, 0.33
47684, 0.54
47685, 0.31
47686, 0.37
47687, 0.33
47688, 0.35
47689, 0.34
47690, 0.35
47691, 0.33
47692, 0.35
47693, 0.31
47694, 0.38
47695, 0.48
47696, 0.39
47697, 0.34
47698, 0.32
47699, 0.39
47700, 0.32
47701, 0.34
47702, 0.40
47703, 0.36
47704, 0.38
47705, 0.41
47706, 0.38
47707, 0.38
47708, 0.39
47709, 0.34
47710, 0.34
47711, 0.38
47712, 0.37
47713, 0.31
47714, 0.38
47715, 0.51
47716, 0.35
47717, 0.50
47718, 0.36
47719, 0.40
47720, 0.33
47721, 0.45
47722, 0.37
47723, 0.44
47724, 0.49
47725, 0.34
47726, 0.41
47727, 0.44
47728, 0.41
47729, 0.51
47730, 0.40
47731, 0.37
47732, 0.38
47733, 0.43
47734, 0.45
47735, 0.36
47736, 0.41
47737, 0.47
47738, 0.34
47739, 0.34
47740, 0.36
47741, 0.51
47742, 0.34
47743, 0.39
47744, 0.34
47745, 0.38
47746, 0.45
47747, 0.36
47748, 0.34
47749, 0.44
47750, 0.36
47751, 0.38
47752, 0.38
47753, 0.47
47754, 0.36
47755, 0.38
47756, 0.40
47757, 0.48
47758, 0.35
47759, 0.35
47760, 0.38
47761, 0.35
47762, 0.57
47763, 0.34
47764, 0.40
47765, 0.35
47766, 0.40
47767, 0.46
47768, 0.33
47769, 0.38
47770, 0.38
47771, 0.37
47772, 0.45
47773, 0.40
47774, 0.45
47775, 0.36
47776, 0.40
47777, 0.35
47778, 0.35
47779, 0.36
47780, 0.41
47781, 0.41
47782, 0.37
47783, 0.43
47784, 0.33
47785, 0.39
47786, 0.36
47787, 0.36
47788, 0.48
47789, 0.38
47790, 0.33
47791, 0.44
47792, 0.36
47793, 0.56
47794, 0.47
47795, 0.37
47796, 0.42
47797, 0.39
47798, 0.34
47799, 0.38
47800, 0.38
47801, 0.47
47802, 0.35
47803, 0.53
47804, 0.44
47805, 0.39
47806, 0.42
47807, 0.39
47808, 0.40
47809, 0.38
47810, 0.46
47811, 0.51
47812, 0.37
47813, 0.35
47814, 0.36
47815, 0.40
47816, 0.41
47817, 0.36
47818, 0.39
47819, 0.32
47820, 0.48
47821, 0.34
47822, 0.50
47823, 0.34
47824, 0.39
47825, 0.46
47826, 0.36
47827, 0.44
47828, 0.40
47829, 0.34
47830, 0.38
47831, 0.40
47832, 0.32
47833, 0.42
47834, 0.40
47835, 0.38
47836, 0.32
47837, 0.33
47838, 0.38
47839, 0.36
47840, 0.36
47841, 0.40
47842, 0.41
47843, 0.32
47844, 0.34
47845, 0.37
47846, 0.34
47847, 0.47
47848, 0.36
47849, 0.40
47850, 0.40
47851, 0.34
47852, 0.45
47853, 0.43
47854, 0.34
47855, 0.49
47856, 0.36
47857, 0.42
47858, 0.31
47859, 0.44
47860, 0.39
47861, 0.39
47862, 0.35
47863, 0.57
47864, 0.31
47865, 0.35
47866, 0.36
47867, 0.33
47868, 0.35
47869, 0.42
47870, 0.36
47871, 0.39
47872, 0.42
47873, 0.39
47874, 0.43
47875, 0.44
47876, 0.46
47877, 0.32
47878, 0.37
47879, 0.40
47880, 0.35
47881, 0.38
47882, 0.37
47883, 0.46
47884, 0.44
47885, 0.38
47886, 0.40
47887, 0.34
47888, 0.29
47889, 0.38
47890, 0.39
47891, 0.37
47892, 0.37
47893, 0.29
47894, 0.37
47895, 0.48
47896, 0.36
47897, 0.37
47898, 0.50
47899, 0.35
47900, 0.45
47901, 0.43
47902, 0.39
47903, 0.37
47904, 0.38
47905, 0.38
47906, 0.33
47907, 0.34
47908, 0.36
47909, 0.37
47910, 0.32
47911, 0.47
47912, 0.35
47913, 0.37
47914, 0.64
47915, 0.45
47916, 0.33
47917, 0.32
47918, 0.42
47919, 0.40
47920, 0.32
47921, 0.37
47922, 0.37
47923, 0.43
47924, 0.43
47925, 0.37
47926, 0.42
47927, 0.48
47928, 0.37
47929, 0.41
47930, 0.51
47931, 0.40
47932, 0.36
47933, 0.38
47934, 0.39
47935, 0.32
47936, 0.40
47937, 0.37
47938, 0.38
47939, 0.43
47940, 0.32
47941, 0.38
47942, 0.45
47943, 0.42
47944, 0.42
47945, 0.40
47946, 0.31
47947, 0.40
47948, 0.46
47949, 0.33
47950, 0.38
47951, 0.35
47952, 0.39
47953, 0.43
47954, 0.44
47955, 0.55
47956, 0.44
47957, 0.50
47958, 0.57
47959, 0.36
47960, 0.34
47961, 0.62
47962, 0.64
47963, 0.40
47964, 0.43
47965, 0.35
47966, 0.39
47967, 0.36
47968, 0.39
47969, 0.37
47970, 0.43
47971, 0.41
47972, 0.43
47973, 0.42
47974, 0.37
47975, 0.35
47976, 0.41
47977, 0.35
47978, 0.40
47979, 0.43
47980, 0.43
47981, 0.42
47982, 0.35
47983, 0.39
47984, 0.41
47985, 0.34
47986, 0.34
47987, 0.33
47988, 0.34
47989, 0.38
47990, 0.40
47991, 0.48
47992, 0.43
47993, 0.37
47994, 0.37
47995, 0.36
47996, 0.41
47997, 0.45
47998, 0.40
47999, 0.38
48000, 0.35
48001, 0.40
48002, 0.37
48003, 0.42
48004, 0.50
48005, 0.47
48006, 0.39
48007, 0.36
48008, 0.46
48009, 0.36
48010, 0.39
48011, 0.37
48012, 0.34
48013, 0.32
48014, 0.44
48015, 0.39
48016, 0.31
48017, 0.38
48018, 0.35
48019, 0.35
48020, 0.35
48021, 0.41
48022, 0.37
48023, 0.37
48024, 0.33
48025, 0.43
48026, 0.46
48027, 0.35
48028, 0.33
48029, 0.33
48030, 0.34
48031, 0.35
48032, 0.33
48033, 0.36
48034, 0.36
48035, 0.39
48036, 0.32
48037, 0.37
48038, 0.39
48039, 0.38
48040, 0.33
48041, 0.48
48042, 0.37
48043, 0.44
48044, 0.45
48045, 0.37
48046, 0.41
48047, 0.31
48048, 0.39
48049, 0.35
48050, 0.40
48051, 0.34
48052, 0.35
48053, 0.38
48054, 0.40
48055, 0.36
48056, 0.45
48057, 0.32
48058, 0.47
48059, 0.32
48060, 0.41
48061, 0.56
48062, 0.36
48063, 0.34
48064, 0.41
48065, 0.41
48066, 0.40
48067, 0.33
48068, 0.39
48069, 0.34
48070, 0.37
48071, 0.44
48072, 0.47
48073, 0.39
48074, 0.36
48075, 0.35
48076, 0.41
48077, 0.40
48078, 0.54
48079, 0.39
48080, 0.48
48081, 0.39
48082, 0.36
48083, 0.36
48084, 0.42
48085, 0.37
48086, 0.53
48087, 0.41
48088, 0.38
48089, 0.38
48090, 0.41
48091, 0.33
48092, 0.37
48093, 0.40
48094, 0.36
48095, 0.39
48096, 0.39
48097, 0.36
48098, 0.35
48099, 0.36
48100, 0.38
48101, 0.49
48102, 0.44
48103, 0.34
48104, 0.31
48105, 0.34
48106, 0.35
48107, 0.39
48108, 0.33
48109, 0.41
48110, 0.37
48111, 0.41
48112, 0.37
48113, 0.41
48114, 0.32
48115, 0.39
48116, 0.37
48117, 0.36
48118, 0.52
48119, 0.41
48120, 0.44
48121, 0.55
48122, 0.42
48123, 0.44
48124, 0.34
48125, 0.33
48126, 0.37
48127, 0.35
48128, 0.36
48129, 0.35
48130, 0.51
48131, 0.60
48132, 0.43
48133, 0.45
48134, 0.38
48135, 0.37
48136, 0.35
48137, 0.35
48138, 0.42
48139, 0.32
48140, 0.37
48141, 0.36
48142, 0.33
48143, 0.46
48144, 0.37
48145, 0.52
48146, 0.34
48147, 0.35
48148, 0.42
48149, 0.47
48150, 0.35
48151, 0.43
48152, 0.46
48153, 0.43
48154, 0.45
48155, 0.40
48156, 0.38
48157, 0.38
48158, 0.38
48159, 0.35
48160, 0.44
48161, 0.40
48162, 0.39
48163, 0.39
48164, 0.34
48165, 0.35
48166, 0.36
48167, 0.34
48168, 0.46
48169, 0.39
48170, 0.41
48171, 0.38
48172, 0.35
48173, 0.42
48174, 0.38
48175, 0.36
48176, 0.48
48177, 0.33
48178, 0.34
48179, 0.44
48180, 0.35
48181, 0.46
48182, 0.39
48183, 0.42
48184, 0.33
48185, 0.33
48186, 0.34
48187, 0.39
48188, 0.33
48189, 0.37
48190, 0.39
48191, 0.38
48192, 0.34
48193, 0.37
48194, 0.36
48195, 0.37
48196, 0.37
48197, 0.31
48198, 0.32
48199, 0.42
48200, 0.65
48201, 0.40
48202, 0.41
48203, 0.38
48204, 0.49
48205, 0.38
48206, 0.32
48207, 0.40
48208, 0.42
48209, 0.36
48210, 0.46
48211, 0.32
48212, 0.36
48213, 0.41
48214, 0.34
48215, 0.33
48216, 0.47
48217, 0.34
48218, 0.33
48219, 0.39
48220, 0.35
48221, 0.43
48222, 0.36
48223, 0.40
48224, 0.32
48225, 0.34
48226, 0.41
48227, 0.32
48228, 0.39
48229, 0.44
48230, 0.36
48231, 0.51
48232, 0.36
48233, 0.34
48234, 0.49
48235, 0.39
48236, 0.33
48237, 0.37
48238, 0.35
48239, 0.41
48240, 0.35
48241, 0.32
48242, 0.35
48243, 0.35
48244, 0.41
48245, 0.38
48246, 0.42
48247, 0.32
48248, 0.35
48249, 0.39
48250, 0.32
48251, 0.35
48252, 0.36
48253, 0.57
48254, 0.34
48255, 0.35
48256, 0.32
48257, 0.34
48258, 0.40
48259, 0.43
48260, 0.28
48261, 0.41
48262, 0.34
48263, 0.50
48264, 0.36
48265, 0.38
48266, 0.32
48267, 0.42
48268, 0.46
48269, 0.37
48270, 0.43
48271, 0.39
48272, 0.47
48273, 0.39
48274, 0.35
48275, 0.41
48276, 0.37
48277, 0.41
48278, 0.34
48279, 0.40
48280, 0.36
48281, 0.39
48282, 0.39
48283, 0.46
48284, 0.43
48285, 0.41
48286, 0.35
48287, 0.55
48288, 0.44
48289, 0.38
48290, 0.34
48291, 0.34
48292, 0.40
48293, 0.46
48294, 0.34
48295, 0.34
48296, 0.37
48297, 0.49
48298, 0.36
48299, 0.40
48300, 0.34
48301, 0.35
48302, 0.34
48303, 0.38
48304, 0.32
48305, 0.34
48306, 0.31
48307, 0.34
48308, 0.55
48309, 0.38
48310, 0.41
48311, 0.38
48312, 0.34
48313, 0.34
48314, 0.49
48315, 0.40
48316, 0.48
48317, 0.40
48318, 0.33
48319, 0.34
48320, 0.45
48321, 0.32
48322, 0.39
48323, 0.48
48324, 0.44
48325, 0.38
48326, 0.34
48327, 0.36
48328, 0.39
48329, 0.36
48330, 0.38
48331, 0.38
48332, 0.34
48333, 0.34
48334, 0.36
48335, 0.36
48336, 0.48
48337, 0.33
48338, 0.35
48339, 0.43
48340, 0.50
48341, 0.60
48342, 0.36
48343, 0.32
48344, 0.38
48345, 0.42
48346, 0.40
48347, 0.41
48348, 0.43
48349, 0.35
48350, 0.34
48351, 0.35
48352, 0.34
48353, 0.51
48354, 0.36
48355, 0.38
48356, 0.34
48357, 0.40
48358, 0.38
48359, 0.35
48360, 0.41
48361, 0.50
48362, 0.37
48363, 0.35
48364, 0.35
48365, 0.41
48366, 0.33
48367, 0.41
48368, 0.38
48369, 0.34
48370, 0.35
48371, 0.39
48372, 0.39
48373, 0.34
48374, 0.43
48375, 0.34
48376, 0.33
48377, 0.33
48378, 0.34
48379, 0.40
48380, 0.42
48381, 0.36
48382, 0.39
48383, 0.45
48384, 0.35
48385, 0.54
48386, 0.41
48387, 0.40
48388, 0.37
48389, 0.39
48390, 0.33
48391, 0.39
48392, 0.35
48393, 0.37
48394, 0.32
48395, 0.39
48396, 0.39
48397, 0.36
48398, 0.35
48399, 0.41
48400, 0.35
48401, 0.38
48402, 0.39
48403, 0.39
48404, 0.43
48405, 0.33
48406, 0.39
48407, 0.40
48408, 0.37
48409, 0.37
48410, 0.35
48411, 0.44
48412, 0.37
48413, 0.38
48414, 0.37
48415, 0.33
48416, 0.43
48417, 0.38
48418, 0.36
48419, 0.57
48420, 0.38
48421, 0.39
48422, 0.31
48423, 0.34
48424, 0.52
48425, 0.36
48426, 0.36
48427, 0.38
48428, 0.34
48429, 0.36
48430, 0.42
48431, 0.36
48432, 0.34
48433, 0.40
48434, 0.35
48435, 0.39
48436, 0.31
48437, 0.39
48438, 0.42
48439, 0.43
48440, 0.43
48441, 0.43
48442, 0.33
48443, 0.31
48444, 0.35
48445, 0.40
48446, 0.36
48447, 0.35
48448, 0.25
48449, 0.37
48450, 0.34
48451, 0.33
48452, 0.35
48453, 0.43
48454, 0.34
48455, 0.35
48456, 0.44
48457, 0.40
48458, 0.34
48459, 0.43
48460, 0.54
48461, 0.34
48462, 0.55
48463, 0.34
48464, 0.34
48465, 0.47
48466, 0.53
48467, 0.36
48468, 0.52
48469, 0.35
48470, 0.55
48471, 0.39
48472, 0.40
48473, 0.38
48474, 0.48
48475, 0.53
48476, 0.41
48477, 0.44
48478, 0.39
48479, 0.45
48480, 0.37
48481, 0.43
48482, 0.34
48483, 0.42
48484, 0.34
48485, 0.41
48486, 0.32
48487, 0.34
48488, 0.44
48489, 0.37
48490, 0.42
48491, 0.43
48492, 0.35
48493, 0.40
48494, 0.39
48495, 0.38
48496, 0.43
48497, 0.44
48498, 0.38
48499, 0.37
48500, 0.34
48501, 0.34
48502, 0.41
48503, 0.34
48504, 0.42
48505, 0.43
48506, 0.33
48507, 0.43
48508, 0.38
48509, 0.49
48510, 0.54
48511, 0.38
48512, 0.43
48513, 0.31
48514, 0.39
48515, 0.43
48516, 0.37
48517, 0.41
48518, 0.47
48519, 0.39
48520, 0.42
48521, 0.40
48522, 0.34
48523, 0.40
48524, 0.39
48525, 0.34
48526, 0.38
48527, 0.54
48528, 0.34
48529, 0.33
48530, 0.35
48531, 0.36
48532, 0.35
48533, 0.39
48534, 0.46
48535, 0.31
48536, 0.37
48537, 0.39
48538, 0.37
48539, 0.39
48540, 0.40
48541, 0.38
48542, 0.42
48543, 0.32
48544, 0.35
48545, 0.32
48546, 0.32
48547, 0.45
48548, 0.36
48549, 0.43
48550, 0.68
48551, 0.48
48552, 0.32
48553, 0.39
48554, 0.43
48555, 0.68
48556, 0.37
48557, 0.35
48558, 0.45
48559, 0.40
48560, 0.39
48561, 0.43
48562, 0.32
48563, 0.39
48564, 0.38
48565, 0.47
48566, 0.38
48567, 0.34
48568, 0.42
48569, 0.46
48570, 0.37
48571, 0.35
48572, 0.33
48573, 0.34
48574, 0.52
48575, 0.48
48576, 0.37
48577, 0.31
48578, 0.44
48579, 0.36
48580, 0.37
48581, 0.41
48582, 0.38
48583, 0.40
48584, 0.37
48585, 0.42
48586, 0.35
48587, 0.37
48588, 0.41
48589, 0.37
48590, 0.39
48591, 0.52
48592, 0.35
48593, 0.33
48594, 0.45
48595, 0.35
48596, 0.40
48597, 0.43
48598, 0.32
48599, 0.38
48600, 0.42
48601, 0.48
48602, 0.42
48603, 0.36
48604, 0.36
48605, 0.46
48606, 0.40
48607, 0.36
48608, 0.43
48609, 0.36
48610, 0.34
48611, 0.35
48612, 0.48
48613, 0.41
48614, 0.41
48615, 0.33
48616, 0.45
48617, 0.40
48618, 0.39
48619, 0.44
48620, 0.40
48621, 0.33
48622, 0.34
48623, 0.44
48624, 0.42
48625, 0.44
48626, 0.32
48627, 0.41
48628, 0.37
48629, 0.41
48630, 0.35
48631, 0.39
48632, 0.38
48633, 0.42
48634, 0.42
48635, 0.33
48636, 0.34
48637, 0.43
48638, 0.33
48639, 0.34
48640, 0.36
48641, 0.42
48642, 0.39
48643, 0.33
48644, 0.35
48645, 0.36
48646, 0.40
48647, 0.50
48648, 0.41
48649, 0.37
48650, 0.43
48651, 0.38
48652, 0.33
48653, 0.34
48654, 0.37
48655, 0.38
48656, 0.40
48657, 0.41
48658, 0.38
48659, 0.33
48660, 0.39
48661, 0.37
48662, 0.35
48663, 0.37
48664, 0.36
48665, 0.43
48666, 0.37
48667, 0.37
48668, 0.39
48669, 0.40
48670, 0.36
48671, 0.41
48672, 0.41
48673, 0.34
48674, 0.37
48675, 0.41
48676, 0.36
48677, 0.31
48678, 0.38
48679, 0.36
48680, 0.31
48681, 0.35
48682, 0.38
48683, 0.35
48684, 0.36
48685, 0.34
48686, 0.36
48687, 0.44
48688, 0.33
48689, 0.38
48690, 0.38
48691, 0.39
48692, 0.50
48693, 0.37
48694, 0.34
48695, 0.40
48696, 0.49
48697, 0.43
48698, 0.36
48699, 0.36
48700, 0.54
48701, 0.36
48702, 0.39
48703, 0.34
48704, 0.33
48705, 0.37
48706, 0.42
48707, 0.45
48708, 0.43
48709, 0.47
48710, 0.46
48711, 0.44
48712, 0.41
48713, 0.35
48714, 0.44
48715, 0.34
48716, 0.45
48717, 0.37
48718, 0.39
48719, 0.32
48720, 0.42
48721, 0.41
48722, 0.36
48723, 0.35
48724, 0.41
48725, 0.39
48726, 0.36
48727, 0.46
48728, 0.33
48729, 0.35
48730, 0.33
48731, 0.39
48732, 0.35
48733, 0.35
48734, 0.39
48735, 0.39
48736, 0.46
48737, 0.34
48738, 0.34
48739, 0.38
48740, 0.39
48741, 0.34
48742, 0.44
48743, 0.35
48744, 0.37
48745, 0.42
48746, 0.34
48747, 0.33
48748, 0.33
48749, 0.31
48750, 0.32
48751, 0.38
48752, 0.35
48753, 0.39
48754, 0.33
48755, 0.34
48756, 0.36
48757, 0.42
48758, 0.37
48759, 0.36
48760, 0.36
48761, 0.36
48762, 0.44
48763, 0.33
48764, 0.46
48765, 0.39
48766, 0.41
48767, 0.38
48768, 0.36
48769, 0.35
48770, 0.37
48771, 0.35
48772, 0.33
48773, 0.40
48774, 0.33
48775, 0.43
48776, 0.59
48777, 0.35
48778, 0.45
48779, 0.40
48780, 0.42
48781, 0.33
48782, 0.45
48783, 0.40
48784, 0.47
48785, 0.37
48786, 0.38
48787, 0.49
48788, 0.32
48789, 0.33
48790, 0.44
48791, 0.33
48792, 0.43
48793, 0.35
48794, 0.34
48795, 0.35
48796, 0.38
48797, 0.33
48798, 0.38
48799, 0.37
48800, 0.41
48801, 0.38
48802, 0.37
48803, 0.40
48804, 0.35
48805, 0.47
48806, 0.46
48807, 0.48
48808, 0.33
48809, 0.37
48810, 0.34
48811, 0.43
48812, 0.50
48813, 0.44
48814, 0.45
48815, 0.35
48816, 0.40
48817, 0.38
48818, 0.44
48819, 0.39
48820, 0.30
48821, 0.45
48822, 0.30
48823, 0.37
48824, 0.33
48825, 0.46
48826, 0.39
48827, 0.34
48828, 0.35
48829, 0.37
48830, 0.40
48831, 0.30
48832, 0.46
48833, 0.45
48834, 0.56
48835, 0.35
48836, 0.36
48837, 0.35
48838, 0.44
48839, 0.33
48840, 0.43
48841, 0.37
48842, 0.38
48843, 0.32
48844, 0.40
48845, 0.30
48846, 0.41
48847, 0.48
48848, 0.39
48849, 0.44
48850, 0.35
48851, 0.38
48852, 0.37
48853, 0.50
48854, 0.41
48855, 0.37
48856, 0.38
48857, 0.41
48858, 0.41
48859, 0.56
48860, 0.35
48861, 0.33
48862, 0.36
48863, 0.39
48864, 0.41
48865, 0.38
48866, 0.34
48867, 0.36
48868, 0.44
48869, 0.32
48870, 0.41
48871, 0.39
48872, 0.36
48873, 0.40
48874, 0.38
48875, 0.41
48876, 0.37
48877, 0.37
48878, 0.39
48879, 0.34
48880, 0.59
48881, 0.40
48882, 0.35
48883, 0.44
48884, 0.36
48885, 0.41
48886, 0.41
48887, 0.33
48888, 0.44
48889, 0.37
48890, 0.45
48891, 0.48
48892, 0.37
48893, 0.38
48894, 0.39
48895, 0.39
48896, 0.40
48897, 0.46
48898, 0.44
48899, 0.32
48900, 0.37
48901, 0.33
48902, 0.36
48903, 0.36
